Transaction_ID,Date,Category,Subcategory,Amount,Type,Payment_Method,Merchant,Location,Description,Monthly_Budget,Balance
888,2025-07-13,Shopping,Accessories,3016,Expense,Bank Transfer,Rangel-Hopkins,Karenview,Spring body professional sit.,16056,62735
889,2026-02-10,Entertainment,Movies,213,Expense,Credit Card,"Martinez, Johnson and Johnson",Webermouth,Two read director.,25779,40365
890,2025-07-31,Food,Groceries,2785,Expense,Bank Transfer,Barron PLC,Ginastad,For hard under top.,46855,51463
891,2025-03-25,Food,Snacks,2616,Expense,Bank Transfer,Greene PLC,Allenberg,Car religious should image.,39734,31243
892,2025-03-04,Income,Scholarship,30400,Income,Debit Card,"Fowler, Roberts and Rogers",Lake Ryan,Personal open western forward building.,8785,67479
893,2025-05-23,Entertainment,Streaming,4353,Expense,UPI,Garrett LLC,New Anna,Station although recent seek themselves.,27626,30908
894,2025-01-15,Education,Books,4430,Expense,Cash,Douglas PLC,Powellborough,Action role music begin chance.,34622,28338
895,2025-06-29,Entertainment,Games,4462,Expense,Cash,Wright-Williams,West Andrewport,Doctor blue well your.,30593,59493
896,2025-05-30,Shopping,Electronics,912,Expense,Credit Card,Nguyen Inc,Adamberg,At mean marriage.,15407,27304
897,2025-06-19,Medical,Doctor,1710,Expense,Bank Transfer,Clay Ltd,New Cassandra,Stuff a at lot.,20069,69784
898,2026-03-17,Entertainment,Streaming,309,Expense,Credit Card,Mccarthy and Sons,Courtneyport,Affect personal hear.,28252,51459
899,2025-07-01,Transport,Fuel,3238,Expense,Bank Transfer,Williams Ltd,South Juliafort,Gas action remember.,28701,78034
900,2025-03-01,Bills,Electricity,4558,Expense,Debit Card,"Smith, Brown and Glover",New Kiara,Middle blue during.,8347,22411
901,2025-01-17,Travel,Tour,2810,Expense,Debit Card,Johnson-Kennedy,North Amberhaven,Plant physical company.,14259,64727
902,2025-01-20,Education,Stationery,4684,Expense,Debit Card,Johnson Inc,Ashleyberg,Say detail region start.,17580,17932
903,2025-01-11,Entertainment,Movies,4165,Expense,Debit Card,Weaver Group,New Brittanychester,Visit assume fact.,42689,84499
904,2025-10-07,Medical,Health Checkup,2171,Expense,Cash,"Navarro, Galvan and Douglas",Stephanieside,Who laugh leader side rest.,31641,67266
905,2025-07-23,Entertainment,Movies,3343,Expense,Bank Transfer,Garcia and Sons,South Michelle,Ground moment student wear pattern.,16027,2720
906,2025-12-28,Medical,Health Checkup,1770,Expense,Debit Card,"Mays, Andrews and Kelley",Port Susanfurt,Suffer hot local.,38369,29141
907,2025-11-03,Transport,Bus,1900,Expense,Bank Transfer,Price-Carney,North Eduardo,Boy when environmental high.,48666,23884
908,2025-04-15,Entertainment,Movies,803,Expense,Credit Card,"Brown, Martin and Caldwell",Guerraview,Loss financial.,26299,38083
909,2025-07-31,Bills,Internet,3668,Expense,Credit Card,Williams-Steele,Coreymouth,Let seven personal.,40555,36205
910,2025-05-12,Income,Scholarship,30129,Income,UPI,"Compton, Hall and Carr",South Timothy,Space everybody attention.,9411,27189
911,2025-11-19,Transport,Taxi,3927,Expense,Credit Card,"Lucas, Romero and Jones",Port Stephaniefurt,Plant campaign.,48947,67221
912,2026-04-14,Income,Scholarship,34251,Income,Debit Card,"Foster, Gomez and Vasquez",Paulashire,Practice order rise early.,10439,56912
913,2026-01-04,Medical,Health Checkup,1618,Expense,Bank Transfer,Nelson-Rose,Cooperfort,Since sound rest.,36251,73360
914,2025-10-14,Education,Stationery,4072,Expense,Credit Card,"Pope, Williams and Miller",West Mariaport,Occur three build woman citizen.,39621,97135
915,2025-03-15,Entertainment,Games,3620,Expense,Debit Card,"Sanchez, Johnston and Smith",Lake Kevin,Might that there.,16443,19167
916,2025-09-02,Shopping,Electronics,3484,Expense,Bank Transfer,"Butler, Perkins and Ward",Rosston,Marriage would finish present.,16426,5686
917,2026-03-07,Income,Scholarship,33142,Income,Cash,Robinson LLC,Smithshire,Weight way by.,29846,19524
918,2025-03-10,Medical,Medicine,3003,Expense,Bank Transfer,"Orozco, Martin and Garcia",Lake Johnburgh,School behind wonder.,49563,75924
919,2025-01-25,Bills,Internet,300,Expense,Bank Transfer,Crawford Inc,New Jennifer,Tv later.,32850,61214
920,2026-02-23,Food,Snacks,2987,Expense,UPI,"Cruz, Colon and Jenkins",Joshuaview,Push common.,33002,57508
921,2025-10-21,Entertainment,Movies,520,Expense,UPI,"Garrett, Hughes and Jones",Davidmouth,Action life control also medical.,40575,76641
922,2025-01-04,Medical,Doctor,1210,Expense,Cash,Fuller-Cook,Millermouth,Herself north southern receive national.,11116,14025
923,2025-04-19,Food,Restaurant,1143,Expense,Credit Card,Campbell Ltd,Stevensbury,Daughter compare.,41155,16890
924,2026-03-04,Medical,Health Checkup,1288,Expense,Cash,Rogers-Wilson,Stewartport,Fire though war agreement compare.,43448,7663
925,2025-08-02,Education,Stationery,3391,Expense,Bank Transfer,Mcclain Ltd,North Sarastad,Letter effort city area.,9698,42936
926,2026-02-19,Medical,Medicine,2113,Expense,UPI,"Perry, Pratt and Garcia",New Karen,Trip than his.,18583,1692
927,2026-05-12,Bills,Internet,4861,Expense,Debit Card,Mendez and Sons,Lake Tracyview,Minute he keep.,46891,15752
928,2026-02-25,Bills,Water,575,Expense,Bank Transfer,Reyes Ltd,East Cindy,Everybody design.,22133,54839
929,2025-07-02,Bills,Water,4755,Expense,UPI,"Pierce, Torres and Hughes",Caseyview,Many both born majority.,35972,32377
930,2026-05-16,Food,Snacks,2314,Expense,Credit Card,Wilson-Cochran,North Haleyview,Gun federal example magazine ask.,6568,13307
931,2025-01-16,Education,Courses,3258,Expense,Bank Transfer,Brown-Dorsey,Herreraberg,Hold quality.,40664,58553
932,2025-05-16,Travel,Hotel,3647,Expense,Debit Card,Rocha-Rivera,Lake Diana,Especially take full game.,11637,71995
933,2025-06-13,Transport,Taxi,4201,Expense,Debit Card,Jones LLC,South Stephenfort,Knowledge consumer perhaps.,28841,40669
934,2026-04-21,Medical,Medicine,3844,Expense,Credit Card,Tucker-Stone,Vaughnton,Sign last series without large.,22450,47700
935,2026-02-05,Entertainment,Streaming,265,Expense,Credit Card,"Stewart, Parker and Ramsey",South Laura,Year receive.,30017,18123
936,2025-01-06,Bills,Electricity,2820,Expense,Debit Card,Blair Group,Danielville,Notice next.,6678,33823
937,2026-02-26,Travel,Flight,1228,Expense,Credit Card,Rodriguez LLC,Port Timothy,Keep where.,7073,92453
938,2025-02-26,Travel,Flight,3719,Expense,Bank Transfer,"Mcdonald, Pace and Campbell",Maryside,Degree decide garden.,26113,14320
939,2026-02-23,Income,Scholarship,11560,Income,Cash,"Barnes, Thomas and Duncan",Melissaport,Analysis hour hospital.,39627,82060
940,2025-11-05,Entertainment,Streaming,2775,Expense,Bank Transfer,"Shelton, Bowman and Fitzpatrick",Ingramshire,Think so difficult miss.,43336,99201
941,2025-05-26,Bills,Internet,4469,Expense,Bank Transfer,Gray LLC,Nguyenfurt,Owner life run help.,21292,90951
942,2026-02-08,Shopping,Accessories,1538,Expense,Credit Card,Vaughn Inc,West Robert,Open order leave.,44339,8820
943,2025-10-08,Bills,Electricity,2021,Expense,Cash,King Ltd,West Gary,Someone size save somebody although.,18009,45114
944,2026-04-28,Income,Salary,38275,Income,Cash,Palmer Group,Port Carl,Soldier better system painting.,17880,98437
945,2025-06-24,Transport,Fuel,2894,Expense,Cash,"Dominguez, Perez and Perry",South Aliciachester,Cup policy.,30791,19447
946,2025-01-07,Education,Books,214,Expense,Bank Transfer,"Love, Parsons and Garner",Jessetown,Meet improve respond man.,40247,90291
947,2026-04-15,Bills,Electricity,3788,Expense,Credit Card,Turner-Payne,Steeleberg,Into unit say.,19514,47986
948,2025-07-04,Shopping,Clothes,2124,Expense,Debit Card,"Palmer, Luna and White",South Kristenstad,Upon card reflect president.,20069,49851
949,2025-09-03,Income,Freelancing,11834,Income,UPI,Davis and Sons,Lake Jackieville,Room election.,36818,92587
950,2026-02-28,Income,Salary,33268,Income,Bank Transfer,Abbott-Golden,Lake Jessicachester,Wait husband these.,12985,48947
951,2025-04-13,Medical,Doctor,1102,Expense,Cash,Davis LLC,Lake Robert,Office he station.,33195,81064
952,2025-12-23,Entertainment,Streaming,3989,Expense,Credit Card,"Barker, Gill and Hopkins",East Andrewbury,Drop write follow.,27828,68797
953,2025-09-06,Shopping,Accessories,1604,Expense,Credit Card,"Bolton, Robinson and Graham",Lewisstad,Special job church activity.,27194,17692
954,2026-05-14,Entertainment,Streaming,601,Expense,UPI,Rodriguez Group,Danielfort,Dark available specific difference.,29542,83269
955,2025-03-11,Food,Groceries,1518,Expense,UPI,"Trujillo, Savage and Harris",South Nicolefort,Begin leader against song.,13985,35779
956,2025-05-29,Shopping,Electronics,4817,Expense,Cash,Johnson and Sons,North Caroltown,Two dinner particular.,9659,48687
957,2025-08-21,Income,Salary,5239,Income,Debit Card,"Dudley, Lynn and Richardson",East Donnamouth,Subject sense agent.,15981,27358
958,2025-08-27,Bills,Internet,1185,Expense,Bank Transfer,Sutton-Dunn,Rebeccachester,Establish tonight pattern.,45198,52073
959,2025-05-13,Travel,Tour,577,Expense,Cash,Gardner-Lamb,New Whitney,Send customer attention may.,29955,85025
960,2025-03-31,Transport,Fuel,4536,Expense,Debit Card,Snyder Group,East Keithview,Degree toward full hotel new.,43084,7614
961,2025-11-18,Food,Snacks,1447,Expense,Debit Card,"Wright, Sanders and Mccarty",West Melissa,Born almost finally view quite.,24193,3995
962,2025-02-01,Bills,Electricity,3310,Expense,UPI,Greene Ltd,Whitefort,Enter five team imagine.,26679,74536
963,2026-01-22,Travel,Tour,372,Expense,Bank Transfer,Edwards Group,Lake Jessica,Write rock letter ok.,29862,10237
964,2025-02-10,Food,Restaurant,2502,Expense,Bank Transfer,Pacheco-Smith,East Connorhaven,Hold Mr long difficult surface.,13866,48587
965,2025-03-13,Food,Restaurant,1667,Expense,Credit Card,Cantrell-Roberts,Gutierrezhaven,Consider check still bit age.,38238,73665
966,2026-05-12,Education,Books,2156,Expense,Cash,"Thompson, Perez and Lewis",Cooktown,People issue.,22562,91716
967,2026-03-17,Travel,Hotel,1860,Expense,Bank Transfer,Owens-Johnson,Ashleymouth,Attorney science morning happy.,37549,46796
968,2025-05-04,Shopping,Electronics,726,Expense,Credit Card,Marshall LLC,Lake Markmouth,Show also.,49985,19483
969,2026-02-22,Transport,Taxi,420,Expense,Credit Card,Miller-Luna,North Brandon,Newspaper together.,5158,45413
970,2025-08-31,Bills,Water,4786,Expense,Debit Card,Cunningham LLC,Anthonyshire,Art reality but work.,45604,6436
971,2026-02-21,Food,Groceries,1054,Expense,Cash,Patel-Lee,New Kenneth,Whose the result box building.,25622,28391
972,2025-07-15,Income,Scholarship,41659,Income,Credit Card,Grimes-Kelly,Myersport,Network research indicate.,32987,81930
973,2025-01-05,Travel,Hotel,2471,Expense,Bank Transfer,Robinson Group,East Ericashire,Ready road once.,15322,99800
974,2026-04-14,Income,Scholarship,9299,Income,Credit Card,"Hill, Gonzalez and Turner",Laurenville,Fact war pretty seem.,40043,29162
975,2025-06-16,Shopping,Accessories,4676,Expense,Credit Card,Myers LLC,Reneefurt,Model cup never which.,8228,10998
976,2026-01-31,Bills,Electricity,3952,Expense,UPI,"Hall, Johnson and Hall",Sullivanhaven,Research region where training radio.,25469,64312
977,2025-02-10,Transport,Bus,4422,Expense,Cash,"Barr, Johnson and Christensen",New Karla,White increase education decision.,34098,44999
978,2025-10-08,Education,Courses,2735,Expense,UPI,Wilson-Hernandez,Lake Jennifer,Enough property something sense pull.,21962,85592
979,2025-04-29,Entertainment,Games,550,Expense,Cash,"Solomon, Baldwin and Brooks",Port Juliemouth,Memory happy.,26208,21113
980,2026-04-01,Shopping,Electronics,1522,Expense,Debit Card,Murphy-Sosa,Marytown,Special skill.,17164,40972
981,2025-07-30,Income,Salary,44441,Income,UPI,Reeves Ltd,Laurenfort,High available heart recently likely.,26822,72342
982,2025-08-04,Entertainment,Streaming,1761,Expense,Bank Transfer,"Coleman, Haynes and Jones",Port Vincentport,Everyone simply available relationship.,29924,95038
983,2025-08-23,Shopping,Electronics,3191,Expense,Bank Transfer,Wells-Daniels,North Ann,Want air letter serve.,26904,20684
984,2025-07-29,Shopping,Clothes,3912,Expense,UPI,Webb-Burke,Lake Wesley,Drop firm key fear.,24989,42332
985,2026-02-23,Medical,Medicine,3126,Expense,UPI,"Bauer, Young and Vaughn",Ramirezstad,Fast policy western method participant.,15752,33735
986,2025-01-07,Income,Salary,29631,Income,Cash,Cox-Rivera,South Gary,Fine entire likely.,37170,97118
987,2025-07-26,Medical,Medicine,695,Expense,Credit Card,Moody-Pitts,Lake Rachelfurt,City million learn.,22498,63562
988,2025-08-13,Travel,Flight,3022,Expense,Bank Transfer,Bailey and Sons,Christophermouth,Them recent.,5868,29430
989,2025-07-25,Education,Stationery,379,Expense,UPI,"Arellano, Hernandez and Griffin",Port Traceyport,Production visit question.,15003,10431
990,2026-02-09,Transport,Taxi,3394,Expense,UPI,Douglas Inc,Hernandezville,Free player catch others morning.,6766,5340
991,2025-05-15,Bills,Water,4221,Expense,Credit Card,Monroe PLC,Patriciabury,Pull recent majority.,5606,24655
992,2025-09-27,Transport,Fuel,1910,Expense,Debit Card,Murillo-Parks,Lewistown,Marriage eight.,7079,49750
993,2025-08-25,Income,Salary,43477,Income,UPI,Hill Ltd,North Jamesland,Professor he its responsibility.,24304,83789
994,2026-02-16,Transport,Taxi,734,Expense,Credit Card,"Burke, Guzman and Carney",Garciaton,Born source ago.,15793,2065
995,2025-05-19,Medical,Medicine,4897,Expense,Bank Transfer,Barrett-White,Smithside,Unit property me loss federal.,7454,31296
996,2025-10-05,Shopping,Accessories,219,Expense,Debit Card,Mitchell-Campbell,Williamchester,Good may consumer despite.,42422,11297
997,2025-01-06,Shopping,Clothes,2719,Expense,Credit Card,Mccormick Ltd,Cookfort,Whole president.,14371,40601
998,2026-03-08,Shopping,Clothes,1228,Expense,Debit Card,Rice Group,Melissamouth,Doctor economic she.,16666,17402
999,2026-03-13,Shopping,Electronics,1673,Expense,Cash,Bradford-Douglas,South Dawn,Let art.,38386,70808
1000,2025-05-07,Food,Snacks,3429,Expense,UPI,"Bowman, Moyer and Henderson",Port Phillip,Little represent police.,49494,87994
